Date,Open,High,Low,Close,Adj Close,Volume
2014-01-31 00:00:00+00:00,3.408095223563058,3.4376190389905656,3.3733333292461576,3.4084762050991966,2.925619159426008,16504452.38095238
2014-02-28 00:00:00+00:00,3.3562105078446236,3.4123158203928092,3.333999985142758,3.387263160002859,2.907411311802111,15885868.421052631
2014-03-31 00:00:00+00:00,3.554666666757493,3.579142854327247,3.529809520358131,3.554952383041382,3.0554211480276927,11661714.285714285
2014-04-30 00:00:00+00:00,3.724476178487142,3.742571399325416,3.693904751823062,3.720857166108631,3.2152408985864547,7405047.619047619
2014-05-31 00:00:00+00:00,3.350666647865659,3.383523804800851,3.3312381222134544,3.359523829959688,2.9030081090472994,12719000.0
2014-06-30 00:00:00+00:00,3.278380961645217,3.2970476036980036,3.264380943207514,3.284666663124448,2.8383230027698336,12123190.476190476
2014-07-31 00:00:00+00:00,3.3956363526257602,3.424454548142173,3.3835454312237827,3.405272754755887,2.9425402879714966,11930477.272727273
2014-08-31 00:00:00+00:00,3.6556190763201033,3.678666659763881,3.6414285727909634,3.6637142839885892,3.1658630825224376,10719619.047619049
2014-09-30 00:00:00+00:00,3.735047624224708,3.759904759270804,3.719904752004714,3.7414285909561884,3.2330169337136403,18201214.285714287
2014-10-31 00:00:00+00:00,3.5180869517119033,3.5496521929036016,3.4916521673617154,3.526434784350188,3.0472381011299463,13225760.869565217
2014-11-30 00:00:00+00:00,4.124842116707249,4.163684267746775,4.110421055241635,4.145789460131996,3.5824305885716488,14507605.263157895
2014-12-31 00:00:00+00:00,4.211727239868858,4.234000032598322,4.1851817911321465,4.2004545601931484,3.629667141220786,11007545.454545455
2015-01-31 00:00:00+00:00,4.363199996948242,4.387499976158142,4.321900010108948,4.345899987220764,3.755348563194275,11590475.0
2015-02-28 00:00:00+00:00,5.282315756145277,5.358631535580284,5.266315736268696,5.331263165724905,4.606813531172903,12656236.842105264
2015-03-31 00:00:00+00:00,5.456636385484175,5.479545441540805,5.421727288853038,5.4494545676491475,4.708944364027544,7272318.181818182
2015-04-30 00:00:00+00:00,6.057333310445149,6.09600001289731,6.015238057999384,6.062190464564732,5.238417511894589,11025142.857142856
2015-05-31 00:00:00+00:00,6.294199991226196,6.3254999876022335,6.24949996471405,6.283000016212464,5.429221868515015,7387275.0
2015-06-30 00:00:00+00:00,6.052090926603838,6.091818159276789,6.017181851647117,6.04727274721319,5.225526744669134,5585795.454545454
2015-07-31 00:00:00+00:00,5.7147272716869,5.749272693287242,5.655454505573619,5.68372730775313,4.911382415077903,9451295.454545455
2015-08-31 00:00:00+00:00,5.257333301362538,5.297333376748221,5.191333316621327,5.246476173400879,4.533548105330694,6117619.047619048
2015-09-30 00:00:00+00:00,5.058857145763579,5.096571445465088,4.998190493810744,5.047904763902936,4.36456603095645,7427357.142857143
2015-10-31 00:00:00+00:00,5.4404545263810595,5.476727268912575,5.39381818337874,5.451727260242809,4.726208925247192,5490204.545454546
2015-11-30 00:00:00+00:00,5.495200037956238,5.531699991226196,5.468800020217896,5.498099970817566,4.766410493850708,3474975.0
2015-12-31 00:00:00+00:00,4.9736363020810215,5.003181782635775,4.93500000780279,4.96754544431513,4.306462222879583,5855409.090909091
2016-01-31 00:00:00+00:00,4.509999952818218,4.573789445977462,4.41273684250681,4.486947360791658,3.889822382675974,11989947.368421054
2016-02-29 00:00:00+00:00,4.322800016403198,4.368699979782105,4.280399966239929,4.325500011444092,3.7498605012893678,6780225.0
2016-03-31 00:00:00+00:00,4.8916363065893,4.938545400446111,4.855999968268654,4.90754543651234,4.269078081304377,7291568.181818182
2016-04-30 00:00:00+00:00,5.273047583443778,5.309428555624826,5.1960952168419245,5.241904780978248,4.626041980016799,9469880.952380951
2016-05-31 00:00:00+00:00,5.1873332886468795,5.219904786064511,5.133238088516962,5.174190475827172,4.566283384958903,8499166.666666666
2016-06-30 00:00:00+00:00,5.654090881347656,5.7020908919247715,5.624545465816151,5.665000026876276,4.9994283372705635,5783022.7272727275
2016-07-31 00:00:00+00:00,6.045699977874756,6.092099976539612,6.015599989891053,6.065999937057495,5.3533154964447025,6815625.0
2016-08-31 00:00:00+00:00,6.558956519417141,6.590869551119597,6.521826059921928,6.555304423622463,5.785132636194644,4497195.652173913
2016-09-30 00:00:00+00:00,6.573142846425374,6.621047610328311,6.540190515064058,6.579714230128697,5.80963302793957,4772571.428571428
2016-10-31 00:00:00+00:00,6.507904779343378,6.536476203373501,6.475428558531261,6.5010475885300405,5.752378963288807,4273476.19047619
2016-11-30 00:00:00+00:00,6.020285697210403,6.052476179032099,5.978952362423851,6.009714285532634,5.317628201984224,5420261.904761905
2016-12-31 00:00:00+00:00,5.7134285654340475,5.745523793356759,5.692095234280541,5.71704762322562,5.0586653891063875,3948952.380952381
2017-01-31 00:00:00+00:00,5.988000011444091,6.028299951553345,5.9685999870300295,6.007599973678589,5.315757131576538,4681125.0
2017-02-28 00:00:00+00:00,6.264105294880114,6.3054737542804915,6.249052650050113,6.2868421203211735,5.562841565985429,3830368.4210526315
2017-03-31 00:00:00+00:00,6.386608704276707,6.407217336737591,6.358608660490616,6.382608703944994,5.6504497320755664,3231217.3913043477
2017-04-30 00:00:00+00:00,6.546526306553891,6.560210554223311,6.508315789072137,6.537578934117367,5.80095080325478,4239789.47368421
2017-05-31 00:00:00+00:00,7.088090939955278,7.122272729873657,7.064909068020907,7.099363630468195,6.299436157399958,5184386.363636363
2017-06-30 00:00:00+00:00,7.575999996878884,7.609272718429565,7.535272793336348,7.573090943423185,6.719785711982033,4835136.363636363
2017-07-31 00:00:00+00:00,7.934100079536438,7.975599884986877,7.910500025749206,7.956200051307678,7.059727573394776,3966725.0
2017-08-31 00:00:00+00:00,7.8683478106623115,7.897913020590077,7.822695690652599,7.855652207913606,6.970509093740712,3339369.565217391
2017-09-30 00:00:00+00:00,7.6902000427246096,7.7137000322341915,7.643700027465821,7.677799987792969,6.8147014617919925,3681225.0
2017-10-31 00:00:00+00:00,7.5005455233834,7.5551818067377265,7.4726363745602695,7.515636379068548,6.689152782613581,4815500.0
2017-11-30 00:00:00+00:00,9.252666655040922,9.307523863656181,9.212190582638694,9.276380993071056,8.25627072652181,5102404.761904762
2017-12-31 00:00:00+00:00,9.060599994659423,9.091199970245361,9.016199922561645,9.05029993057251,8.055051445960999,3819525.0
2018-01-31 00:00:00+00:00,9.770952360970634,9.84447615487235,9.69619051615397,9.770666621980213,8.696200688680014,5625857.142857143
2018-02-28 00:00:00+00:00,9.893684186433491,9.999578877499228,9.759052577771639,9.874947397332443,8.789013762223092,7566789.47368421
2018-03-31 00:00:00+00:00,9.921523866199312,9.992952392214821,9.828285716828846,9.909619058881487,8.82223569779169,6160904.761904762
2018-04-30 00:00:00+00:00,9.814952487037296,9.862761906215123,9.718476204645066,9.790952364603678,8.739449273972284,6977309.523809524
2018-05-31 00:00:00+00:00,9.458909034729004,9.513999938964844,9.39772722937844,9.468454577706076,8.45158646323464,5151318.181818182
